user_id,track_id,play_count
User_175,Track_752,9
User_120,Track_207,22
User_30,Track_340,12
User_129,Track_641,25
User_21,Track_298,14
User_197,Track_279,8
User_89,Track_359,16
User_14,Track_515,13
User_58,Track_261,8
User_109,Track_151,50
User_128,Track_361,13
User_64,Track_111,5
User_101,Track_49,6
User_82,Track_199,26
User_147,Track_312,10
User_40,Track_90,13
User_100,Track_299,9
User_19,Track_109,11
User_155,Track_186,2
User_191,Track_187,13
User_38,Track_426,13
User_126,Track_152,33
User_26,Track_163,18
User_53,Track_174,20
User_116,Track_337,13
User_77,Track_388,30
User_66,Track_24,11
User_91,Track_441,10
User_101,Track_497,17
User_85,Track_442,17
User_172,Track_18,18
User_9,Track_707,7
User_110,Track_305,15
User_75,Track_721,24
User_170,Track_292,2
User_40,Track_320,6
User_116,Track_741,12
User_2,Track_179,6
User_58,Track_516,9
User_177,Track_388,40
User_52,Track_744,24
User_156,Track_52,10
User_58,Track_228,5
User_8,Track_295,4
User_76,Track_372,23
User_99,Track_732,8
User_119,Track_391,6
User_87,Track_150,28
User_28,Track_316,9
User_35,Track_736,3
User_115,Track_266,31
User_152,Track_43,20
User_13,Track_26,16
User_134,Track_222,22
User_115,Track_618,8
User_49,Track_731,10
User_153,Track_275,16
User_147,Track_417,18
User_40,Track_101,36
User_54,Track_118,1
User_154,Track_183,16
User_132,Track_47,16
User_200,Track_555,4
User_16,Track_7,16
User_9,Track_184,18
User_137,Track_121,5
User_199,Track_194,24
User_89,Track_271,23
User_84,Track_331,24
User_58,Track_324,9
User_100,Track_295,5
User_43,Track_729,12
User_116,Track_443,9
User_44,Track_213,13
User_140,Track_264,6
User_146,Track_634,22
User_196,Track_648,5
User_24,Track_261,1
User_173,Track_708,2
User_178,Track_89,18
User_50,Track_566,14
User_46,Track_353,4
User_125,Track_111,18
User_68,Track_433,22
User_32,Track_51,17
User_180,Track_32,10
User_134,Track_142,7
User_4,Track_237,9
User_4,Track_206,16
User_98,Track_708,3
User_109,Track_382,28
User_42,Track_318,3
User_74,Track_26,10
User_199,Track_397,20
User_25,Track_326,17
User_2,Track_746,4
User_182,Track_708,17
User_132,Track_292,9
User_152,Track_356,7
User_33,Track_550,4
User_79,Track_741,6
User_168,Track_553,17
User_70,Track_647,11
User_78,Track_444,14
User_13,Track_169,1
User_8,Track_681,25
User_174,Track_746,8
User_183,Track_99,2
User_78,Track_361,15
User_182,Track_81,26
User_114,Track_605,3
User_167,Track_18,11
User_107,Track_137,10
User_104,Track_381,21
User_153,Track_241,14
User_21,Track_261,11
User_192,Track_690,42
User_44,Track_372,25
User_156,Track_105,11
User_114,Track_540,9
User_56,Track_338,32
User_140,Track_169,23
User_184,Track_705,6
User_108,Track_681,17
User_152,Track_740,26
User_44,Track_309,14
User_174,Track_353,8
User_51,Track_195,7
User_107,Track_636,17
User_135,Track_58,19
User_61,Track_196,5
User_156,Track_192,4
User_124,Track_182,30
User_157,Track_450,6
User_47,Track_149,2
User_115,Track_303,16
User_175,Track_527,12
User_133,Track_751,9
User_172,Track_476,1
User_193,Track_683,15
User_31,Track_696,5
User_84,Track_826,22
User_195,Track_454,18
User_113,Track_76,4
User_99,Track_726,14
User_55,Track_107,7
User_16,Track_688,3
User_8,Track_75,11
User_132,Track_715,22
User_132,Track_638,27
User_159,Track_701,8
User_161,Track_405,22
User_9,Track_255,24
User_20,Track_734,3
User_132,Track_184,26
User_11,Track_357,12
User_49,Track_213,30
User_57,Track_696,28
User_99,Track_182,36
User_25,Track_696,29
User_65,Track_259,7
User_124,Track_74,14
User_192,Track_407,21
User_66,Track_285,15
User_69,Track_214,8
User_80,Track_265,10
User_41,Track_593,3
User_18,Track_291,54
User_17,Track_417,25
User_25,Track_692,12
User_56,Track_202,1
User_143,Track_3,17
User_67,Track_699,3
User_199,Track_519,4
User_110,Track_370,21
User_32,Track_234,26
User_46,Track_197,24
User_112,Track_511,28
User_57,Track_326,28
User_17,Track_317,7
User_101,Track_336,13
User_99,Track_224,9
User_129,Track_693,8
User_30,Track_266,24
User_186,Track_30,23
User_36,Track_70,8
User_11,Track_295,21
User_124,Track_190,10
User_189,Track_402,13
User_147,Track_372,14
User_81,Track_206,20
User_140,Track_709,23
User_103,Track_530,28
User_1,Track_629,13
User_170,Track_427,3
User_190,Track_195,17
User_82,Track_272,14
User_40,Track_694,9
User_25,Track_227,33
User_14,Track_111,14
User_118,Track_713,10
User_182,Track_307,38
User_189,Track_741,21
User_10,Track_381,8
User_102,Track_561,16
User_188,Track_729,15
User_139,Track_249,44
User_34,Track_64,19
User_82,Track_94,44
User_199,Track_331,11
User_71,Track_58,9
User_174,Track_8,16
User_46,Track_722,3
User_88,Track_419,11
User_4,Track_98,8
User_143,Track_628,3
User_134,Track_675,3
User_156,Track_132,2
User_197,Track_202,6
User_95,Track_251,16
User_104,Track_237,10
User_24,Track_402,17
User_191,Track_165,7
User_169,Track_694,9
User_171,Track_457,1
User_198,Track_711,7
User_28,Track_739,5
User_11,Track_293,1
User_26,Track_464,15
User_115,Track_694,11
User_200,Track_585,1
User_141,Track_97,1
User_170,Track_255,22
User_75,Track_435,10
User_11,Track_297,9
User_32,Track_174,11
User_138,Track_192,14
User_150,Track_54,14
User_51,Track_671,8
User_191,Track_253,32
User_167,Track_710,28
User_46,Track_154,39
User_55,Track_66,12
User_169,Track_633,5
User_171,Track_761,12
User_30,Track_370,22
User_43,Track_740,1
User_29,Track_532,18
User_94,Track_54,6
User_136,Track_117,8
User_137,Track_209,16
User_188,Track_301,13
User_123,Track_746,1
User_119,Track_687,9
User_29,Track_402,24
User_1,Track_401,9
User_102,Track_499,36
User_49,Track_664,3
User_25,Track_633,1
User_167,Track_81,19
User_94,Track_90,10
User_11,Track_594,4
User_16,Track_94,31
User_16,Track_98,12
User_30,Track_435,21
User_165,Track_442,17
User_168,Track_438,3
User_116,Track_86,43
User_11,Track_26,16
User_144,Track_86,5
User_128,Track_241,14
User_112,Track_708,24
User_151,Track_304,4
User_196,Track_679,18
User_151,Track_234,4
User_14,Track_593,27
User_102,Track_54,15
User_137,Track_297,23
User_17,Track_595,10
User_73,Track_679,13
User_1,Track_365,5
User_199,Track_402,26
User_139,Track_435,8
User_89,Track_430,6
User_13,Track_687,11
User_119,Track_224,4
User_154,Track_385,7
User_97,Track_432,11
User_96,Track_62,15
User_198,Track_403,19
User_142,Track_441,7
User_130,Track_158,12
User_171,Track_366,2
User_2,Track_1,9
User_117,Track_744,31
User_146,Track_160,12
User_106,Track_521,5
User_178,Track_560,18
User_188,Track_415,17
User_96,Track_70,6
User_82,Track_3,8
User_26,Track_353,28
User_82,Track_121,19
User_152,Track_588,14
User_47,Track_108,22
User_96,Track_667,1
User_44,Track_126,3
User_70,Track_3,15
User_142,Track_257,27
User_36,Track_107,19
User_29,Track_76,41
User_133,Track_430,5
User_27,Track_440,10
User_167,Track_74,12
User_173,Track_623,7
User_101,Track_370,13
User_87,Track_460,5
User_12,Track_663,9
User_42,Track_738,16
User_59,Track_706,8
User_11,Track_154,29
User_132,Track_696,22
User_38,Track_594,2
User_59,Track_701,8
User_24,Track_331,13
User_5,Track_251,38
User_9,Track_697,20
User_35,Track_165,23
User_103,Track_147,21
User_196,Track_295,16
User_1,Track_284,16
User_97,Track_408,6
User_8,Track_549,17
User_40,Track_623,4
User_2,Track_681,8
User_183,Track_526,2
User_33,Track_708,1
User_106,Track_441,14
User_55,Track_714,3
User_112,Track_131,31
User_141,Track_191,11
User_68,Track_169,31
User_93,Track_144,8
User_46,Track_680,19
User_131,Track_215,29
User_73,Track_213,28
User_182,Track_584,15
User_58,Track_309,6
User_163,Track_370,17
User_25,Track_99,3
User_199,Track_144,18
User_67,Track_735,9
User_102,Track_257,13
User_44,Track_671,11
User_44,Track_60,24
User_144,Track_727,2
User_200,Track_214,31
User_194,Track_716,10
User_84,Track_734,3
User_34,Track_667,19
User_161,Track_354,9
User_105,Track_569,9
User_118,Track_698,3
User_104,Track_266,16
User_28,Track_183,19
User_19,Track_427,1
User_152,Track_1,8
User_14,Track_509,4
User_100,Track_346,27
User_1,Track_212,12
User_26,Track_273,18
User_151,Track_681,1
User_138,Track_25,9
User_60,Track_60,7
User_135,Track_441,29
User_192,Track_128,15
User_13,Track_160,4
User_17,Track_636,23
User_165,Track_202,7
User_196,Track_55,21
User_90,Track_183,38
User_117,Track_26,11
User_92,Track_276,24
User_118,Track_145,7
User_47,Track_633,8
User_132,Track_82,2
User_137,Track_373,37
User_17,Track_24,37
User_138,Track_681,14
User_132,Track_192,10
User_138,Track_736,20
User_72,Track_701,12
User_55,Track_64,27
User_158,Track_762,8
User_146,Track_182,18
User_17,Track_28,17
User_79,Track_25,14
User_107,Track_450,7
User_145,Track_213,10
User_182,Track_154,50
User_132,Track_356,30
User_138,Track_419,17
User_198,Track_118,9
User_122,Track_13,10
User_140,Track_63,13
User_194,Track_76,48
User_165,Track_12,20
User_110,Track_205,42
User_4,Track_684,1
User_166,Track_710,6
User_12,Track_111,14
User_48,Track_184,8
User_135,Track_472,6
User_131,Track_255,19
User_54,Track_305,12
User_45,Track_334,54
User_179,Track_282,36
User_76,Track_566,8
User_35,Track_509,8
User_179,Track_684,3
User_21,Track_88,14
User_34,Track_275,39
User_188,Track_341,19
User_62,Track_104,13
User_172,Track_120,6
User_67,Track_331,10
User_186,Track_105,16
User_42,Track_184,57
User_48,Track_711,6
User_174,Track_433,3
User_125,Track_74,18
User_13,Track_101,1
User_69,Track_586,14
User_133,Track_206,10
User_62,Track_344,45
User_16,Track_642,10
User_189,Track_98,15
User_170,Track_208,32
User_28,Track_862,8
User_42,Track_477,7
User_185,Track_309,18
User_139,Track_152,19
User_174,Track_511,6
User_132,Track_686,10
User_78,Track_217,10
User_36,Track_257,8
User_114,Track_90,20
User_106,Track_66,10
User_124,Track_269,11
User_35,Track_52,7
User_71,Track_426,5
User_103,Track_721,8
User_54,Track_369,36
User_185,Track_184,1
User_102,Track_704,17
User_163,Track_180,16
User_69,Track_726,20
User_132,Track_80,15
User_99,Track_684,10
User_16,Track_152,21
User_16,Track_215,17
User_91,Track_231,19
User_111,Track_131,7
User_35,Track_215,6
User_193,Track_241,3
User_137,Track_393,1
User_192,Track_729,16
User_15,Track_169,21
User_92,Track_739,6
User_52,Track_373,32
User_81,Track_285,9
User_75,Track_569,18
User_124,Track_54,18
User_11,Track_232,4
User_150,Track_711,19
User_182,Track_67,12
User_5,Track_705,13
User_3,Track_17,8
User_142,Track_48,17
User_21,Track_137,18
User_194,Track_14,1
User_26,Track_243,17
User_106,Track_680,30
User_185,Track_246,2
User_142,Track_85,29
User_96,Track_394,18
User_160,Track_303,34
User_131,Track_290,20
User_161,Track_740,5
User_178,Track_193,16
User_68,Track_320,14
User_78,Track_467,9
User_133,Track_136,8
User_103,Track_717,10
User_69,Track_266,8
User_123,Track_715,11
User_107,Track_307,22
User_188,Track_242,7
User_129,Track_741,24
User_61,Track_302,13
User_52,Track_111,11
User_196,Track_363,4
User_16,Track_465,17
User_14,Track_476,12
User_73,Track_324,9
User_82,Track_183,22
User_44,Track_376,10
User_23,Track_553,39
User_112,Track_656,19
User_31,Track_71,4
User_163,Track_55,8
User_189,Track_22,8
User_157,Track_499,24
User_139,Track_114,5
User_84,Track_513,8
User_164,Track_582,1
User_119,Track_372,37
User_122,Track_86,14
User_167,Track_167,12
User_117,Track_452,5
User_36,Track_701,9
User_196,Track_103,19
User_56,Track_389,4
User_71,Track_304,13
User_195,Track_34,6
User_108,Track_259,11
User_101,Track_305,9
User_22,Track_154,46
User_34,Track_183,42
User_64,Track_169,14
User_46,Track_497,22
User_83,Track_562,10
User_122,Track_826,8
User_124,Track_43,13
User_197,Track_740,15
User_106,Track_369,10
User_80,Track_346,6
User_128,Track_418,17
User_31,Track_340,23
User_168,Track_42,9
User_56,Track_191,7
User_101,Track_498,7
User_1,Track_156,16
User_95,Track_116,11
User_196,Track_731,1
User_11,Track_88,18
User_45,Track_194,4
User_132,Track_208,7
User_101,Track_281,17
User_134,Track_322,50
User_41,Track_66,6
User_174,Track_647,34
User_3,Track_430,8
User_105,Track_231,20
User_194,Track_366,12
User_96,Track_523,46
User_12,Track_105,5
User_198,Track_441,18
User_149,Track_237,5
User_176,Track_321,18
User_37,Track_695,20
User_155,Track_251,35
User_141,Track_540,11
User_61,Track_761,7
User_33,Track_694,13
User_146,Track_376,20
User_24,Track_542,7
User_38,Track_610,44
User_164,Track_555,16
User_28,Track_675,15
User_117,Track_84,16
User_151,Track_303,16
User_72,Track_42,14
User_57,Track_457,19
User_56,Track_167,17
User_175,Track_183,27
User_137,Track_97,3
User_38,Track_299,4
User_127,Track_275,14
User_172,Track_185,9
User_137,Track_663,2
User_121,Track_541,11
User_74,Track_331,35
User_161,Track_381,30
User_111,Track_283,12
User_124,Track_322,25
User_83,Track_341,19
User_16,Track_388,25
User_157,Track_294,4
User_108,Track_300,15
User_183,Track_171,15
User_60,Track_218,12
User_179,Track_181,21
User_120,Track_441,37
User_70,Track_186,15
User_188,Track_637,10
User_37,Track_216,22
User_105,Track_305,8
User_63,Track_549,27
User_128,Track_645,4
User_121,Track_175,14
User_149,Track_104,2
User_193,Track_70,1
User_5,Track_393,17
User_100,Track_434,6
User_194,Track_740,6
User_80,Track_542,19
User_84,Track_325,58
User_4,Track_121,4
User_101,Track_603,14
User_127,Track_372,14
User_106,Track_55,15
User_156,Track_255,15
User_161,Track_661,29
User_128,Track_54,31
User_24,Track_371,42
User_62,Track_650,4
User_92,Track_323,47
User_4,Track_25,24
User_179,Track_1,10
User_133,Track_75,18
User_140,Track_190,8
User_106,Track_291,8
User_123,Track_711,13
User_5,Track_118,37
User_66,Track_84,7
User_70,Track_228,34
User_55,Track_228,32
User_157,Track_78,29
User_198,Track_334,4
User_97,Track_331,11
User_26,Track_701,14
User_104,Track_741,10
User_164,Track_667,10
User_158,Track_723,12
User_26,Track_231,27
User_200,Track_218,31
User_10,Track_133,22
User_179,Track_211,18
User_31,Track_460,5
User_178,Track_359,8
User_70,Track_638,8
User_132,Track_316,8
User_78,Track_687,4
User_38,Track_530,33
User_77,Track_78,26
User_24,Track_763,12
User_8,Track_66,9
User_118,Track_722,7
User_78,Track_99,21
User_69,Track_617,1
User_23,Track_50,6
User_27,Track_511,17
User_14,Track_616,8
User_50,Track_298,11
User_120,Track_709,5
User_193,Track_737,21
User_39,Track_22,9
User_12,Track_78,25
User_14,Track_664,13
User_12,Track_132,33
User_148,Track_742,4
User_7,Track_102,10
User_130,Track_159,28
User_167,Track_7,26
User_139,Track_701,10
User_107,Track_297,6
User_62,Track_595,7
User_91,Track_381,20
User_96,Track_478,10
User_119,Track_613,6
User_90,Track_692,5
User_47,Track_759,3
User_28,Track_737,7
User_108,Track_406,18
User_56,Track_84,8
User_95,Track_320,9
User_187,Track_28,18
User_47,Track_727,5
User_48,Track_761,23
User_71,Track_200,6
User_111,Track_75,10
User_23,Track_738,1
User_191,Track_348,48
User_172,Track_524,25
User_109,Track_701,10
User_161,Track_320,20
User_9,Track_335,14
User_63,Track_712,1
User_185,Track_482,7
User_19,Track_705,8
User_119,Track_496,17
User_177,Track_618,23
User_121,Track_734,15
User_188,Track_625,8
User_7,Track_621,17
User_145,Track_484,11
User_154,Track_255,23
User_190,Track_467,17
User_147,Track_85,26
User_77,Track_139,4
User_30,Track_276,23
User_147,Track_232,16
User_193,Track_78,5
User_97,Track_172,6
User_101,Track_582,16
User_117,Track_601,4
User_198,Track_80,8
User_119,Track_1,12
User_35,Track_24,28
User_182,Track_637,21
User_174,Track_742,11
User_24,Track_574,5
User_147,Track_237,2
User_102,Track_584,21
User_122,Track_309,7
User_9,Track_618,12
User_2,Track_50,5
User_77,Track_762,20
User_135,Track_460,22
User_83,Track_705,14
User_4,Track_86,4
User_10,Track_527,19
User_18,Track_426,18
User_79,Track_294,6
User_96,Track_435,5
User_190,Track_326,12
User_68,Track_704,19
User_114,Track_739,2
User_71,Track_175,9
User_152,Track_118,2
User_52,Track_708,5
User_97,Track_372,9
User_2,Track_686,11
User_188,Track_273,5
User_132,Track_93,23
User_44,Track_235,7
User_115,Track_585,12
User_153,Track_603,6
User_73,Track_527,1
User_196,Track_326,28
User_117,Track_364,10
User_141,Track_532,13
User_31,Track_182,36
User_138,Track_29,31
User_152,Track_731,20
User_24,Track_746,13
User_66,Track_437,7
User_121,Track_131,24
User_156,Track_407,7
User_41,Track_540,9
User_124,Track_736,2
User_147,Track_738,15
User_117,Track_63,13
User_114,Track_206,13
User_102,Track_356,26
User_35,Track_3,12
User_95,Track_729,13
User_92,Track_290,15
User_64,Track_133,13
User_33,Track_782,7
User_186,Track_407,8
User_64,Track_274,12
User_163,Track_403,16
User_51,Track_208,19
User_194,Track_158,14
User_118,Track_669,8
User_102,Track_62,10
User_174,Track_6,5
User_186,Track_393,21
User_71,Track_235,8
User_78,Track_228,7
User_129,Track_697,1
User_140,Track_248,14
User_116,Track_123,10
User_61,Track_293,12
User_137,Track_86,23
User_139,Track_479,6
User_113,Track_429,30
User_139,Track_707,13
User_123,Track_704,35
User_69,Track_305,17
User_98,Track_741,11
User_196,Track_222,10
User_147,Track_288,24
User_65,Track_331,5
User_173,Track_66,17
User_196,Track_73,5
User_103,Track_521,4
User_180,Track_171,13
User_38,Track_737,16
User_124,Track_366,16
User_156,Track_9,31
User_37,Track_342,29
User_92,Track_288,41
User_131,Track_426,1
User_18,Track_300,45
User_82,Track_714,9
User_82,Track_172,6
User_39,Track_62,12
User_33,Track_623,11
User_12,Track_708,26
User_1,Track_525,10
User_92,Track_601,1
User_187,Track_405,23
User_196,Track_56,17
User_39,Track_749,2
User_39,Track_211,13
User_45,Track_240,9
User_7,Track_174,7
User_164,Track_442,15
User_8,Track_741,12
User_64,Track_526,16
User_72,Track_80,16
User_92,Track_269,6
User_199,Track_93,28
User_98,Track_13,2
User_43,Track_516,23
User_97,Track_48,4
User_155,Track_385,29
User_29,Track_583,6
User_87,Track_663,23
User_38,Track_390,8
User_91,Track_155,21
User_57,Track_90,17
User_57,Track_689,10
User_109,Track_146,17
User_156,Track_187,18
User_198,Track_207,3
User_97,Track_84,27
User_21,Track_7,3
User_75,Track_106,6
User_122,Track_195,8
User_76,Track_448,6
User_19,Track_477,2
User_3,Track_340,21
User_102,Track_115,2
User_24,Track_382,33
User_189,Track_216,24
User_109,Track_374,12
User_5,Track_696,21
User_135,Track_300,4
User_45,Track_686,6
User_107,Track_121,1
User_194,Track_101,3
User_21,Track_66,10
User_39,Track_540,26
User_122,Track_156,4
User_152,Track_242,15
User_72,Track_388,11
User_181,Track_224,4
User_189,Track_632,10
User_51,Track_667,18
User_59,Track_397,15
User_181,Track_339,10
User_92,Track_731,8
User_62,Track_739,15
User_73,Track_192,18
User_150,Track_133,35
User_177,Track_645,22
User_133,Track_633,7
User_45,Track_226,8
User_32,Track_285,4
User_58,Track_366,10
User_105,Track_460,8
User_81,Track_357,23
User_79,Track_372,17
User_167,Track_618,13
User_113,Track_227,29
User_186,Track_661,43
User_36,Track_319,11
User_140,Track_214,20
User_183,Track_698,2
User_124,Track_175,1
User_164,Track_634,13
User_70,Track_55,29
User_186,Track_72,41
User_84,Track_574,9
User_188,Track_151,11
User_163,Track_739,12
User_125,Track_71,19
User_29,Track_455,10
User_92,Track_359,21
User_146,Track_722,8
User_6,Track_91,9
User_198,Track_527,18
User_132,Track_126,26
User_171,Track_661,26
User_5,Track_192,3
User_181,Track_243,23
User_97,Track_189,20
User_93,Track_84,2
User_120,Track_146,6
User_180,Track_291,17
User_152,Track_510,15
User_49,Track_4,10
User_43,Track_148,46
User_166,Track_16,4
User_46,Track_255,26
User_168,Track_429,44
User_184,Track_133,7
User_38,Track_446,15
User_188,Track_250,30
User_56,Track_259,10
User_140,Track_129,22
User_21,Track_585,6
User_156,Track_513,18
User_12,Track_68,22
User_189,Track_133,14
User_114,Track_85,2
User_175,Track_322,5
User_28,Track_250,25
User_143,Track_299,9
User_101,Track_89,18
User_105,Track_251,46
User_44,Track_357,17
User_129,Track_340,7
User_98,Track_429,50
User_176,Track_514,6
User_75,Track_467,12
User_183,Track_102,9
User_178,Track_127,16
User_190,Track_152,15
User_100,Track_436,10
User_56,Track_224,6
User_9,Track_281,19
User_136,Track_154,39
User_84,Track_654,9
User_98,Track_99,14
User_151,Track_320,13
User_139,Track_641,20
User_25,Track_240,7
User_144,Track_179,15
User_99,Track_584,10
User_150,Track_270,17
User_167,Track_132,13
User_97,Track_337,7
User_102,Track_467,24
User_147,Track_67,2
User_92,Track_543,47
User_113,Track_693,9
User_86,Track_182,23
User_105,Track_384,26
User_137,Track_116,8
User_56,Track_740,2
User_18,Track_761,21
User_79,Track_746,3
User_106,Track_722,10
User_122,Track_663,46
User_22,Track_696,17
User_114,Track_633,11
User_155,Track_620,3
User_117,Track_234,27
User_20,Track_96,17
User_86,Track_251,5
User_53,Track_334,29
User_158,Track_180,44
User_54,Track_382,30
User_194,Track_476,4
User_46,Track_285,28
User_82,Track_166,10
User_173,Track_587,9
User_168,Track_481,6
User_192,Track_99,15
User_193,Track_180,3
User_86,Track_16,14
User_132,Track_77,13
User_31,Track_152,10
User_2,Track_628,12
User_163,Track_341,19
User_11,Track_283,11
User_129,Track_192,8
User_86,Track_290,12
User_67,Track_381,14
User_128,Track_625,10
User_101,Track_283,38
User_161,Track_223,23
User_126,Track_118,5
User_183,Track_598,7
User_100,Track_186,37
User_144,Track_265,4
User_98,Track_685,6
User_185,Track_2,18
User_153,Track_270,29
User_187,Track_197,6
User_108,Track_185,24
User_179,Track_511,1
User_24,Track_399,16
User_54,Track_111,7
User_160,Track_506,19
User_146,Track_763,8
User_178,Track_679,10
User_183,Track_736,7
User_14,Track_369,17
User_158,Track_413,1
User_21,Track_528,7
User_124,Track_344,10
User_136,Track_457,4
User_146,Track_497,24
User_20,Track_137,30
User_93,Track_351,11
User_90,Track_327,18
User_42,Track_288,8
User_31,Track_530,6
User_30,Track_277,22
User_192,Track_285,11
User_128,Track_60,6
User_143,Track_613,6
User_66,Track_714,3
User_71,Track_225,32
User_73,Track_370,4
User_9,Track_212,2
User_161,Track_679,7
User_111,Track_359,5
User_127,Track_457,34
User_70,Track_9,4
User_104,Track_169,8
User_115,Track_117,9
User_142,Track_216,12
User_123,Track_744,21
User_154,Track_171,27
User_97,Track_273,23
User_85,Track_585,8
User_34,Track_211,34
User_152,Track_121,3
User_35,Track_42,2
User_84,Track_369,28
User_149,Track_391,15
User_86,Track_207,25
User_192,Track_169,13
User_142,Track_43,16
User_35,Track_90,21
User_140,Track_542,33
User_190,Track_187,7
User_41,Track_249,3
User_43,Track_625,22
User_174,Track_316,1
User_24,Track_555,8
User_24,Track_142,18
User_146,Track_99,8
User_108,Track_762,18
User_27,Track_457,30
User_191,Track_302,18
User_184,Track_479,9
User_46,Track_180,4
User_26,Track_124,37
User_97,Track_255,45
User_85,Track_726,6
User_58,Track_826,1
User_200,Track_479,30
User_12,Track_636,11
User_163,Track_447,4
User_147,Track_184,35
User_180,Track_29,11
User_8,Track_717,12
User_76,Track_118,13
User_154,Track_329,1
User_5,Track_151,4
User_127,Track_306,5
User_170,Track_298,17
User_120,Track_385,10
User_178,Track_394,16
User_89,Track_4,4
User_184,Track_148,16
User_98,Track_270,13
User_83,Track_475,4
User_159,Track_271,32
User_97,Track_628,8
User_80,Track_327,43
User_184,Track_369,21
User_146,Track_42,9
User_153,Track_318,15
User_99,Track_574,2
User_99,Track_694,5
User_49,Track_6,6
User_9,Track_190,16
User_106,Track_74,20
User_116,Track_293,15
User_52,Track_382,7
User_77,Track_201,13
User_160,Track_353,21
User_154,Track_399,11
User_38,Track_261,14
User_26,Track_26,1
User_127,Track_318,27
User_34,Track_133,27
User_175,Track_155,8
User_111,Track_70,2
User_27,Track_744,47
User_73,Track_225,9
User_190,Track_277,13
User_150,Track_7,23
User_77,Track_587,45
User_71,Track_540,16
User_32,Track_710,24
User_132,Track_272,15
User_169,Track_445,6
User_64,Track_144,21
User_140,Track_753,5
User_186,Track_517,38
User_196,Track_11,1
User_82,Track_710,8
User_135,Track_752,12
User_99,Track_540,6
User_67,Track_744,37
User_81,Track_319,15
User_42,Track_348,15
User_99,Track_325,20
User_168,Track_275,17
User_131,Track_244,4
User_28,Track_511,6
User_72,Track_326,22
User_25,Track_381,34
User_2,Track_732,8
User_155,Track_740,9
User_126,Track_180,29
User_194,Track_144,17
User_157,Track_22,28
User_41,Track_582,3
User_182,Track_696,25
User_44,Track_631,11
User_60,Track_266,51
User_169,Track_511,9
User_146,Track_285,15
User_41,Track_71,10
User_49,Track_269,14
User_84,Track_746,9
User_75,Track_393,1
User_56,Track_279,10
User_132,Track_182,27
User_44,Track_259,8
User_103,Track_314,10
User_45,Track_679,8
User_61,Track_432,14
User_87,Track_216,8
User_26,Track_517,25
User_171,Track_694,4
User_197,Track_137,14
User_90,Track_506,24
User_145,Track_133,11
User_69,Track_64,26
User_183,Track_288,4
User_179,Track_275,29
User_191,Track_288,22
User_147,Track_79,42
User_67,Track_116,10
User_130,Track_245,18
User_194,Track_337,5
User_62,Track_222,46
User_165,Track_701,22
User_109,Track_321,33
User_6,Track_192,23
User_25,Track_69,9
User_112,Track_84,24
User_139,Track_43,12
User_147,Track_584,9
User_96,Track_78,15
User_128,Track_122,13
User_166,Track_85,8
User_200,Track_290,8
User_66,Track_86,34
User_188,Track_195,7
User_89,Track_496,18
User_13,Track_433,37
User_51,Track_393,20
User_5,Track_694,13
User_188,Track_290,9
User_119,Track_457,9
User_38,Track_430,5
User_147,Track_199,24
User_69,Track_260,10
User_56,Track_181,12
User_161,Track_266,11
User_189,Track_371,20
User_109,Track_101,7
User_130,Track_376,30
User_3,Track_421,22
User_21,Track_266,4
User_164,Track_586,11
User_32,Track_106,29
User_112,Track_201,28
User_18,Track_477,29
User_77,Track_266,19
User_41,Track_11,13
User_53,Track_446,15
User_102,Track_577,12
User_6,Track_92,20
User_64,Track_740,9
User_18,Track_147,8
User_61,Track_344,1
User_156,Track_761,4
User_161,Track_782,14
User_27,Track_862,17
User_25,Track_729,13
User_148,Track_392,7
User_4,Track_737,11
User_180,Track_482,9
User_173,Track_692,11
User_122,Track_329,23
User_9,Track_734,5
User_100,Track_751,9
User_50,Track_441,24
User_92,Track_637,17
User_13,Track_722,14
User_83,Track_553,36
User_18,Track_625,4
User_35,Track_320,3
User_90,Track_173,8
User_160,Track_419,16
User_26,Track_58,15
User_189,Track_344,13
User_156,Track_714,8
User_186,Track_309,9
User_42,Track_167,12
User_48,Track_435,7
User_109,Track_137,15
User_192,Track_580,6
User_110,Track_749,12
User_174,Track_255,35
User_59,Track_727,8
User_64,Track_693,16
User_88,Track_96,8
User_88,Track_297,6
User_21,Track_93,15
User_56,Track_582,22
User_92,Track_398,29
User_1,Track_593,43
User_32,Track_355,19
User_171,Track_109,15
User_66,Track_231,26
User_139,Track_259,10
User_131,Track_395,13
User_133,Track_721,18
User_189,Track_194,4
User_25,Track_694,20
User_111,Track_197,15
User_8,Track_183,11
User_46,Track_9,21
User_87,Track_157,4
User_154,Track_586,15
User_64,Track_185,32
User_75,Track_96,24
User_122,Track_331,9
User_21,Track_633,2
User_39,Track_371,18
User_54,Track_162,15
User_175,Track_366,9
User_113,Track_686,8
User_77,Track_561,15
User_97,Track_69,13
User_40,Track_184,9
User_9,Track_741,26
User_117,Track_726,4
User_40,Track_231,14
User_68,Track_498,5
User_17,Track_201,13
User_149,Track_663,4
User_108,Track_159,16
User_77,Track_322,22
User_109,Track_145,16
User_126,Track_265,6
User_108,Track_664,41
User_69,Track_641,36
User_153,Track_448,15
User_12,Track_323,26
User_191,Track_98,7
User_140,Track_240,10
User_161,Track_9,34
User_163,Track_291,36
User_38,Track_711,8
User_121,Track_111,18
