user_id,liked_song_title
User_5,Timilai Samjhi
User_152,Kina Kina Timro Tasbir
User_16,Kina Kina Timro Tasbir
User_42,Eklai Basda
User_140,Timro Hridaya Le
User_170,Chhaya Dil
User_12,Chhaya Sapana
User_53,Timro Hridaya Ma
User_124,Phool Lai Sodhei
User_155,Sapana Mann
User_94,Dil Ko Chhaya
User_55,Timro Hridaya Ko
User_17,Raat Ko Tara
User_141,Timro Maya Le
User_16,Andhakar Lahara
User_98,Jivan Ko Phool
User_75,Jhilmil Raat
User_115,Chhati Ko Suseli
User_154,Maya Ko Sapana Ma
User_102,Pahilo Maya Ko Geet
User_2,Salko Pat Ko Tapari
User_194,Saanjha Ko Lahar
User_170,Saathi
User_159,Chhati Chirera
User_154,Man Ko Aanshu Ko
User_141,Timro Muskurahat Ko Dhoon
User_182,Man Ko Dhoon Ko
User_170,Hip Hop Ko Duniya
User_127,Changaa Chait
User_137,Phool Lai Sodhei
User_53,Chiso Joon
User_109,Ujyaalo Raat
User_151,Changaa Chait
User_161,Rimjhim Katha
User_46,Mero Prem Ko Dhoon
User_4,Changaa Chait
User_129,Maya Ko Sapana
User_67,Aankhama Pal
User_38,Lahara Maya
User_183,Man Ko Dhoon Ma
User_190,Timro Lagi Jaan
User_122,Pahilo Maya Ko Geet
User_76,Sundar Geet
User_53,Timro Lagi Jaan
User_63,Timro Raat
User_123,Andhakar Mann
User_93,Chokho Maya
User_31,Jivan Ko Safar Ma
User_161,Man Ko Pida Ko
User_32,Juneli Raat
User_62,Timro Muskurahat Ko Dhoon
User_4,Chhaya Sparsha
User_171,Timro Saath Bina Ko
User_196,Kina Kina Timro Tasbir
User_140,Maya Ko Baato
User_42,Aankha Ko Nani
User_169,Timro Maya Ko Jadoo
User_99,Dherai Raat
User_171,Chhati Ko Geet
User_28,Farki Farki
User_127,Timro Saath Ma
User_65,Desh Ko Dhoon Ko
User_193,Timro Lagi
User_46,Timilai Maya Garchu
User_67,Mantra Haath
User_44,Mero Jivan Ko Geet
User_195,Phoolko Chhaya
User_196,Himal Ko Kakh
User_183,Timro Maya Ko Suseli
User_76,Aankhama Jindagi
User_73,Timro Saath Le
User_83,Man Ko Aanshu
User_37,Surke Thaili Khai
User_174,Euta Manchhe Ko
User_188,Chhaya Raat
User_169,Pahilo Bhet Ko
User_53,Jhilmil Ujyaalo
User_79,Saanjha Ko Tara
User_28,Jivan Ko Sugandha
User_53,Timro Hridaya Ko Geet
User_198,Joonko Sapana
User_140,Tadha Raat
User_192,Mero Jivan Ko Sapana
User_153,Bishal Sugandha
User_189,Aankha Ko Geet
User_45,Dherai Tara
User_109,Banai Khayo Dandhelo Le
User_64,Hamro Geet
User_53,Bhettinu Chuttinu
User_92,Chhaya Swar
User_97,Timro Maya Ko Dhoon
User_51,Chiso Lahara
User_188,Dil Ko Maya
User_54,Ma Prem Ma
User_169,Timro Maya Ko Geet Ma
User_152,Lolayeka Ti Thula
User_199,Mero Geet
User_81,Mantra Sparsha
User_30,Hip Hop Ko Duniya
User_185,Dil Ko Maya Ko
User_15,Timro Saath Ko Suseli
User_117,Aankha Ko Sapana
User_42,Behuli
User_109,Dherai Sugandha
User_33,Phool Lai Sodhei
User_138,Maya Ko Jadoo
User_99,Eklo Milan
User_59,Timro Sapana
User_92,Timro Geet
User_88,Man Ko Dukha Ko
User_143,Pahadko Joon
User_196,Gaajalu Ti Thula Thula Aakha
User_33,Himal Biraha
User_160,Haatma Aankha
User_73,Bhettinu Chuttinu
User_1,Joonko Raat
User_146,Eklo Sparsha
User_23,Timro Lagi Geet Ko
User_128,Man Ko Dukha Ko
User_144,Geet Ko Lahar
User_91,Dashain Ko Geet
User_103,Timro Muskan 2
User_189,Timilai Samjhera Ko
User_134,Pahilo Prem Ko Sapana
User_134,Sapana Pani
User_23,Phool Ko Geet
User_15,Lahara Katha
User_47,Jindagi Sapana
User_148,Samjhana Sugandha
User_139,Jivan Ko Geet Ma
User_92,Pahilo Maya
User_76,Pahadko Biraha
User_167,Timro Lagi Jaan
User_30,Timro Lagi Maya
User_39,Gaun Ko Suseli
User_122,Mero Maya Timilai
User_185,Timilai Samjhera
User_128,Maya Ko Geet Ma
User_137,Rajamati Kumati
User_31,Jivan Ko Kahani
User_82,Tihar Aayo
User_74,Timro Geet
User_58,Timro Chhaya Ko
User_93,Timilai Samjhanda Ko
User_134,Pahilo Prem Ma
User_181,Phoolko Joon
User_24,Dil Ko Geet
User_86,Sundar Geet
User_66,Timilai Maya Ko
User_11,Pahilo Prem Ko
User_112,Chiso Raat Ko
User_71,Aankha Ko Dhoon Ko
User_175,Ma Prem Ma
User_171,Rimjhim Din
User_83,Mero Prem Ko Geet
User_199,Timro Muskan Ko Geet
User_133,Chhunumunu Chhunumunu
User_199,Dilko Raat
User_96,Parelima Lukai Rakhana
User_7,Chhaya Andhakar
User_168,Haatma Raat
User_154,Maya Ko Duri Ma
User_128,Maya Ko Kahani
User_3,Timro Man Ko Kotha
User_177,Aankha Ko Nani
User_122,Kasari Kasari 2
User_148,Ujyaalo Milan
User_120,Chiso Man
User_177,Dil Ko Bhaka
User_130,Pahadko Sapana
User_131,Dhunge Bagara Maya
User_166,Haatma Yaad
User_113,Tadha Geet
User_196,Ke Chha Ra Diu
User_149,Joonko Sapana
User_151,Maya Ko Jadoo Ko
User_200,Timro Saath Bina Ma
User_147,Chhaya Sapana
User_117,Kina Kina Timro Tasbir
User_119,Lahara Pani
User_79,Saanjha Ko Dhoon
User_95,Jhilmil Raat
User_162,Mero Andhakar
User_130,Timro Sparsha
User_81,Kusume Rumal
User_140,Ujyaalo Tara
User_145,Chiso Lahara
User_103,Basanta Sapana
User_73,Timro Saath Ko Sapana
User_117,Sajhako Milan
User_9,Jhilmil Raat
User_12,Mero Geet
User_114,Ke Chha Ra Diu
User_180,Chiso Hawa
User_16,Sapana Raat
User_104,Saanjha Ko Suseli
User_17,Timro Sapana
User_126,Sagar Swar
User_28,Kutu Ma Kutu
User_141,Ujyaalo Sapana
User_153,Kusume Rumal
User_1,Aankha Ko Sapana
User_100,Haatma Sparsha
User_42,Timro Lagi Maya Ko
User_156,Phoolko Aankha
User_57,Jhilmil Geet
User_84,Mero Geet
User_100,Andhakar Sugandha
User_50,Sapana Swar
User_118,Pahadko Milan
User_173,Man Ko Chhaya Ma
User_104,Dil Ko Safar
User_88,Rajamati Kumati
User_187,Dilko Sapana
User_174,Surke Thaili Khai
User_21,Hamro Nepal
User_78,Geet Ko Lahar Ma
User_152,Andhakar Maya
User_119,Lahara Katha
User_147,Dilko Raat
User_171,Parelima Lukai Rakhana
User_163,Timro Saath Ma
User_197,Jivan Ko Geet
User_156,Jindagi Rimjhim
User_7,Joonko Geet
User_12,Saanjha Ko Lahar
User_30,Timro Lagi Geet Ko
User_146,Jindagi Sapana
User_13,Joonko Pal
User_152,Maya Ko Dori Le
User_140,Basanta Yaad
User_176,Raat Ko Sapana
User_95,Chiso Raat Ko
User_112,Aankhama Ujyaalo
User_96,Man Ko Kotha
User_153,Pahilo Prem
User_71,Aankha Ko Maya
User_132,Timilai Samjhanda
User_155,Himal Tara
User_24,Timro Lagi Geet Ko
User_137,Dil Ko Lahar
User_47,Ganga Raat
User_133,Pahilo Prem
User_2,Saanjha Ko Tara
User_166,Eklo Andhakar
User_136,Koshi Maya
User_78,Timro Muskurahat Ko Geet
User_174,Sagar Tara
User_71,Sagar Maya
User_157,Timro Chhaya
User_183,Hamro Geet
User_167,Maya Ko Sapna
User_161,Mero Swar
User_115,Pahadko Sapana
User_147,Man Ko Suseli Ko
User_137,Sundar Raat
User_138,Jivan Ko Geet Ma
User_45,Saath Diu
User_25,Jhilmil Pani
User_194,Geet Ko Dhoon
User_152,Oh Amira
User_171,Chhati Ko Maya
User_138,Jivan Ko Kahani
User_177,Dil Ko Dhadkan
User_19,Timro Muskurahat Ko Geet
User_54,Keshari
User_83,Man Ko Dukha Ko
User_136,Raatko Dil
User_199,Maya Ko Suseli Ko
User_82,Joonko Bato
User_28,Man Ko Geet Ko
User_31,Jivan Ko Geet
User_145,Ujyaalo Aankha
User_95,Chiso Hawa
User_89,Sundar Raat
User_157,Basanta Sapana
User_126,Hamro Geet
User_8,Sapana Mann
User_48,Man Ko Suseli Ko
User_40,Maya Ko Lahar Ko
User_21,Basanta Sapana
User_124,Maya Ko Baato
User_2,Timro Raat
User_151,Kusume Rumal
User_137,Dil Ko Bhaka
User_95,Ujyaalo Pani
User_127,Timro Muskan Ko Geet
User_176,Timro Saath Ko Sapana
User_43,Phool Ko Lahar
User_91,Timro Muskan Ma
User_38,Timro Muskan 2
User_25,Dherai Sugandha
User_195,Timro Yaad Le
User_174,Yeti Dherai Maya Dii
User_23,Basanta Geet
User_127,Raatko Milan
User_100,Pari Jindagi
User_146,Lahara Dhoon
User_93,Sapana Swar
User_32,Timro Chhaya Ma
User_44,Joonko Raat
User_3,Haatma Andhakar
User_192,Mero Maya Timilai
User_124,Koshi Sapana
User_30,Mero Maya Timilai
User_185,Ujyaalo Mann
User_87,Maya Ko Jadoo
User_168,Ujyaalo Sapana
User_180,Ujyaalo Geet
User_66,Mero Prem Ko Dhoon
User_92,Dilko Lahara
User_153,Koshi Aankha
User_11,Timro Saath Bina Ko
User_146,Sundar Dil
User_121,Sagar Dhoon
User_103,Bichhod Ko Pida
User_12,Samjhana Sugandha
User_85,Hip Hop Ko Duniya
User_12,Timro Sparsha
User_30,Hamro Nepal
User_82,Timro Maya Ko Dhoon
User_174,Timro Lagi Jaan
User_164,Pahadko Raat
User_128,Timilai Samjhi
User_177,Mero Desh Ko Lahar
User_25,Mero Raat
User_11,Bhulun Bhulun Lagyo Malai
User_6,Timro Hridaya Ko Geet
User_64,Dil Ko Maya
User_61,Chokho Maya
User_131,Ujyaalo Swar
User_19,Dherai Aankha
User_91,Phool Ko Maya
User_49,Euta Manchhe Ko
User_109,Raktim
User_103,Jhilmil Lahara
User_23,Mero Prem Ko Geet
User_44,Pahilo Maya Ko Geet
User_133,Timro Maya Le
User_81,Mero Desh Ko Lahar
User_80,Pahilo Maya Ko Geet
User_184,Man Ko Sapana
User_32,Timro Chhaya Ko
User_15,Phoolko Aankha
User_136,Maya Ko Sapna
User_141,Sapana Sapana
User_87,Bardali
User_69,Chhaya Swar
User_43,Phool Ko Dhoon
User_158,Timro Raat
User_55,Timro Muskan Ko Lagi
User_113,Gaun Ko Suseli
User_161,Dil Ko Maya Ko
User_111,Pahad Ko Geet
User_63,Changaa Chait
User_177,Mero Desh Ko Suseli
User_166,Ujyaalo Geet
User_52,Andhakar Swar
User_77,Jhilmil Pani
User_114,Naya Aankha
User_182,Dherai Sugandha
User_167,Dil Ko Kura
User_180,Chiso Raat Ko
User_73,Timro Mann Ma
User_148,Timro Saath Bina Ma
User_194,Saanjha Ko Suseli Ma
User_73,Sapana Swar
User_182,Dilko Andhakar
User_145,Jhilmil Ujyaalo
User_55,Gaajalu Ti Thula Thula Aakha
User_40,Keshari
User_55,Jati Maya Laae Pani
User_152,Timilai Samjhi
User_140,Maya Ko Lahar Ma
User_45,Chhaya Sparsha
User_3,Timro Muskan Ko Jadoo
User_58,Radha
User_45,Man Ko Dukha Ko
User_90,Simal Jindagi
User_139,Timro Muskan Ko Lagi
User_52,Timro Saath Bina Ma
User_50,Timro Saath Ko Dhoon
User_30,Hamro Geet
User_62,Mero Prem Ko Dhoon
User_92,Chhaya Geet
User_107,Sajhako Milan
User_9,Lahana Le Jurayoki
User_3,Maya Ko Kahani
User_199,Pahad Ko Geet
User_107,Joonko Tara
User_163,Timro Muskurahat Ko
User_75,Pari Tara
User_113,Bishal Dil
User_36,Geet Ko Lahar Ma
User_62,Timro Muskurahat Ko Geet
User_185,Timilai Samjhera Ko
User_72,Pari Pal
User_150,Gaun Ko Chhoro
User_34,Ganga Rimjhim
User_125,Pari Muskan
User_143,Sapana Pani
User_112,Man Ko Aanshu Ko
User_52,Timro Swar
User_15,Pahad Ko Dhoon
User_195,Samjhana Mann
User_195,Maya Ko Baato
User_128,Pahilo Maya Ko Geet
User_48,Mantra Sparsha
User_99,Sapana Raat
User_64,Naachideu
User_37,Chiso Maya
User_151,Phool Ko Sugandha
User_180,Chhaya Bato
User_33,Aankha Ko Geet
User_184,Saanjha Ko Dhoon
User_164,Timro Man Ko Kotha
User_22,Oh Amira
User_197,Jindagima Jitai Chhaina
User_18,Mantra Haath
User_63,Jhilmil Chhaya
User_15,Pahadko Geet
User_74,Himal Ko Kakh
User_138,Bato Maya
User_187,Mero Raat
User_200,Sapana Geet
User_26,Himal Pani
User_49,Sundar Swar
User_37,Gojima Daam Chaina
User_128,Dil Ko Maya
User_159,Ujyaalo Bato
User_187,Dilko Raat
User_79,Maya Ko Sapna
User_21,Timro Maya Ko Jadoo
User_69,Pahad Ko Maya
User_38,Ma Prem Ma
User_146,Pahadko Raat
User_136,Timro Saath Ko Geet Ma
User_23,Phool Ko Maya
User_197,Pahilo Maya Ko Geet
User_161,Himal Raat
User_73,Eh Kaanchha Malai Soon Ko Tara
User_150,Raatko Dil
User_151,Mero Desh Ko Geet
User_65,Timro Pal
User_146,Eklo Andhakar
User_83,Samjhana Mann
User_3,Timro Man Ko Dhoon
User_121,Aankha Ko Sapna Ko
User_199,Timro Lagi Dil
User_175,Timro Muskurahat Ko Geet
User_127,Bato Katha
User_138,Jhilmil Muskan
User_109,Pahilo Bhet
User_147,Phool Ko Sugandha
User_126,Jhilmil Sapana
User_174,Esto Pani Hundo Raichha
User_36,Farki Farki
User_37,Phoolko Aankha
User_79,Chiso Raat Ma
User_30,K Yo Maya Ho
User_88,Timro Maya Ko Jadoo
User_130,Timro Biraha
User_3,Maya Ko Kahani Ma
User_100,Timilai Maya Ko
User_154,Maya Ko Dhoon Ma
User_199,Timro Muskan Ko Jadoo
User_155,Dherai Jindagi
User_42,Timro Saath Ko Maya
User_22,Dilko Tara
User_49,Raatko Sugandha
User_20,Mathi Mathi Sailunge Ma
User_20,Mero Mann
User_46,Basanta Sapana
User_125,Changaa Chait
User_2,Timro Saath Bina Ko
User_170,Man Magan
User_53,Tadha Raat
User_138,Maya Ko Suseli Ko
User_26,Timro Chhaya Ko
User_145,Phoolko Dil
User_149,Timro Hridaya Ko
User_59,Mero Maya Timilai
User_7,Man Ko Dukha Ko
User_100,Basanta Geet
User_117,Pahilo Maya Ko Dhoon
User_124,Dil Ko Maya
User_28,Man Ko Suseli Ma
User_138,Geet Ko Lahar
User_22,Phoolko Raat
User_177,Eklai Basda
User_136,Sundar Dil
User_119,Timro Biraha
User_134,Phoolko Tara
User_54,Desh Ko Dhadkan
User_59,Ritu
User_23,Mero Maya Timilai
User_71,Pohor Saal
User_155,Jhilmil Raat
User_99,Jindagi Sapana
User_64,Man Ko Kura
User_200,Mero Jivan Ko
User_4,Gojima Daam Chaina
User_188,Maya Ko Baato
User_79,Phoolko Lahara
User_135,Himal Biraha
User_162,Rimjhim Katha
User_177,Joonko Geet
User_43,Timro Lagi Maya
User_161,Basanta Mann
User_114,Timro Raat
User_148,Haatma Dil
User_183,Man Ko Bhawana
User_4,Jivan Ko Lahar Ko
User_126,Aankhama Ujyaalo
User_83,Sapana Ujyaalo
User_91,Andhakar Lahara
User_78,Maya Ko Suseli Ko
User_108,Timro Maya Ko Geet Ma
User_71,Phool Ko Rang
User_18,Timilai Samjhanda Ko Geet
User_2,Timro Maya Le
User_124,Bishal Sparsha
User_175,Pahadko Geet
User_71,Phool Ko Geet
User_64,Man Ko Lahar
User_65,Desh Ko Geet
User_145,Timro Muskurahat
User_43,Haatma Dil
User_4,Himal Biraha
User_112,Banai Khayo Dandhelo Le
User_132,Maya Ko Sapna
User_114,Mero Jivan Ko Geet
User_189,Bhettinu Chuttinu
User_43,Naya Sparsha
User_20,Tadha Mann
User_75,Dil Ko Bato
User_20,Haatma Dhoon
User_31,Geet Ko Lahar Ma
User_151,Chiso Hawa Ma
User_48,Timro Muskan Ko Maya
User_150,Mero Raat
User_61,Pari Andhakar
User_192,Maya Ko Jadoo
User_179,Chiso Hawa Ma
User_25,Sapana Swar
User_172,Ujyaalo Mann
User_93,Joonko Pal
User_24,Chhaya Dil
User_21,Desh Ko Geet Ko
User_107,Timro Chhaya
User_85,Aankha Ko Dhoon Ko
User_92,Ma Prem Ma
User_58,Timro Muskurahat Ko
User_139,Timro Muskan Ko Maya
User_151,Timro Muskan Ko Geet
User_11,Man Ko Pida
User_124,Sagar Tara
User_68,Timro Swar
User_10,Mero Desh
User_173,Man Ko Lahar Ma
User_47,Pahadko Geet
User_84,Mero Jivan Ko Suseli
User_133,Chhaya Dil
User_108,Timro Maya Ko Jadoo
User_148,Timro Man Ko Dhoon
User_97,Sapana Raat
User_62,Timro Lagi Jaan
User_33,Pahilo Maya Ko Dhoon
User_195,Ujyaalo Bato
User_194,Timro Saath Ko Sapana
User_11,Timro Maya Ko Lahar
User_56,Sapana Sparsha
User_127,Chhati Ko Maya
User_11,Saath Diu
User_3,Timro Muskan Ko Geet
User_147,Pahadko Swar
User_25,Jhilmil Dhoon
User_188,Timro Man Ko Dhoon
User_168,Jindagi Sapana
User_154,Maya Ko Duri
User_70,Kaha Janchau
User_106,Maya Ko Sapana
User_5,Sagar Andhakar
User_26,Bishal Dhoon
User_61,Pahadko Raat
User_178,Sajhako Pani
User_183,Maya Ko Duniya
User_64,Gaun Ko Maya
User_199,Joonko Pal
User_83,Lajjawati Jhar
User_13,Desh Ko Suseli
User_133,Mantra Yaad
User_31,Jivan Ko Geet Ma
User_86,Pahadko Joon
User_178,Mero Sparsha
User_77,Phoolko Dil
User_13,Desh Ko Dhadkan
User_133,Pari Aankha
User_45,Bishal Biraha
User_56,Mantra Sparsha
User_49,Man Ko Aanshu
User_124,Ujyaalo Mann
User_139,Saanjha Ko Tara
User_108,Ujyaalo Sugandha
User_113,Gaun Ko Maya
User_106,Timro Saath Le
User_173,Pari Tara
User_117,Tadha Swar
User_30,Mero Jivan Ko Maya
User_83,Rimjhim Tara
User_42,Timro Maya Ko Dhoon
User_5,Sajhako Pani
User_177,Dil Ko Lahar
User_33,Aankha Ko Sapna Ko
User_187,Sagar Ujyaalo
User_2,Man Ko Lahar Ma
User_44,Timro Lagi Dil
User_39,Timro Chhaya Ma
User_198,Timro Man Ko Dhoon
User_94,Phool Ko Lahar
User_170,Chiso Andhakar
User_194,Saanjha Ko Geet
User_85,Pohor Saal
User_37,Jhilmil Muskan
User_102,Joonko Raat
User_11,Mero Prem Ko Dhoon
User_199,Maya Ko Lahar Ko
User_52,Pahilo Maya Ko
User_11,Man Ko Kura Ma
User_104,Pari Pal
User_158,Koshi Haath
User_160,Mero Swar
User_193,Saanjha Ko Dhoon
User_65,Maya Ko Chhaya
User_77,Dilko Sapana
User_177,Naya Sparsha
User_151,Timro Lagi Dil
User_68,Timro Chhaya Ma
User_98,Timro Sapana
User_189,Gaun Ko Kahani
User_135,Joonko Geet
User_84,Chiso Raat Ma
User_136,Andhakar Pani
User_103,Timro Muskan Ko Jadoo
User_60,Dil Ko Kura
User_138,Jivan Ko Dhoon
User_181,Dherai Raat
User_183,Pahilo Maya Ko Dhoon
User_10,Tihar Aayo
User_18,Resham Firiri
User_71,Maya Ko Baato Ma
User_4,Allare
User_190,Ritu Haru Ma Timi
User_26,Dil Ko Chhaya
User_65,Desh Ko Dhadkan
User_186,Dilko Lahara
User_48,Pahilo Maya Ko Dhoon
User_126,Timro Sparsha
User_108,Jindagima Jitai Chhaina
User_194,Maya Ko Suseli Ko
User_41,Sundar Raat
User_175,Joonko Mann
User_93,Sagar Ujyaalo
User_166,Ganga Biraha
User_49,Raatko Yaad
User_12,Dil Ko Kura
User_61,Dil Ko Kura
User_101,Man Ko Suseli Ko
User_193,Sundar Raat
User_190,Timro Hridaya
User_118,Joonko Raat
User_33,Pahilo Prem Ko
User_167,Timro Muskan Ko Geet
User_1,Koshi Aankha
User_8,Sundar Geet
User_171,Maya Ko Jadoo
User_23,Mero Raat
User_8,Sundar Aankha
User_195,Tadha Pani
User_200,Mero Man Ko Kura
User_126,Jhilmil Raat
User_100,Mero Prem Ko Dhoon
User_147,Basanta Mann
User_21,Mero Geet
User_60,Ujyaalo Katha
User_127,Timro Saath Ko
User_114,Euta Manchhe Ko
User_104,Mero Pani
User_27,Maya Ko Dori Le
User_74,Changaa Chait
User_36,Raatko Sugandha
User_56,Timro Lagi Jaan
User_81,Joonko Geet
User_105,Timro Maya Ko
User_52,Timro Geet
User_176,Sagar Sparsha
User_88,Sundar Raat
User_191,Timro Maya Ko Suseli
User_59,Dilko Andhakar
User_188,Geet Ko Lahar Ma
User_144,Phool Ko Lahar
User_55,Timro Muskan Ko Maya
User_18,Timro Lagi
User_133,Sagar Chhaya
User_120,Chiso Raat Ma
User_190,Dil Ko Kura
User_121,Ujyaalo Bato
User_8,Pahadko Milan
User_85,Phool Lai Sodhei
User_115,Pahadko Raat
User_12,Pahadko Geet
User_147,Man Ko Bhawana
User_109,Timro Saath Ko Geet
User_97,Sapana Sapana
User_37,Ujyaalo Raat
User_147,Rimjhim Sapana
User_26,Timro Muskan Ko Dhoon
User_156,Dilko Andhakar
User_182,Raatko Yaad
User_49,Esto Pani Hundo Raichha
User_108,Timro Maya Ko Dhoon
User_122,Man Ko Kura Ma
User_7,Chiso Sugandha
User_56,Sagar Ujyaalo
User_149,Mero Pau Ma
User_189,Ujyaalo Bato
User_168,Dil Ko Safar
User_123,Chhati Chirera
User_191,Mero Jivan Ko Geet
User_191,Timro Maya Ko
User_98,Phoolko Joon
User_7,Man Ko Suseli Ko
User_63,Ritu
User_81,Mero Desh Ko Maya
User_53,Dilko Geet
User_131,Basanta Geet
User_176,Chhaya Geet
User_38,Hamro Geet
User_73,Joonko Pal
User_32,Maya Ko Duniya
User_99,Sagar Sansaar
User_138,Samjhana Sansaar
User_116,Samjhana Raat
User_20,Maya Ko Jadoo Ma
User_139,Maya Ko Lahar
User_119,Dherai Joon
User_61,Chhaya Bato
User_164,Maya Pani
User_4,Ma Roe Pani
User_179,Mero Sapana
User_185,Timilai Samjhanda Ko Geet
User_186,Aankhama Sparsha
User_41,Joonko Bato
User_78,Geet Ko Lahar
User_143,Maya Birani
User_72,Phool Ko Geet
User_17,Phoolko Tara
User_197,Maya Ko Sansar Ma
User_100,Joonko Geet
User_168,Aankhama Saath
User_21,Timro Maya Le
User_100,Joonko Bato
User_100,Timilai Bhetne
User_16,Mero Jivan Ko Geet
User_87,Basanta Raat
User_140,Jivan Ko Geet
User_18,Timro Saath Ko Suseli
User_171,Sagar Geet
User_90,Dherai Geet
User_70,Ganga Tara
User_197,Ma Prem Ma
User_85,Lahana Le Jurayoki
User_109,Haatma Yaad
User_42,Timro Lagi Maya
User_145,Aankha Ko Geet
User_16,Naya Chhaya
User_169,Timro Sapana
User_133,Pahadko Pal
User_175,Joonko Geet
User_163,Sundar Swar
User_55,Timro Chhaya
User_134,Maya Birani
User_56,Sapana Raat
User_146,Kina Kina Timro Tasbir
User_127,Dherai Sparsha
User_156,Maya Ko Jadoo Ko
User_44,Timro Muskan Ko Jadoo
User_187,Aankha Ko Geet
User_36,Geet Ko Maya Ko
User_137,Sundar Tara
User_139,Chhunumunu Chhunumunu
User_91,Timro Saath Ko Geet Ma
User_52,Pahilo Maya Ko Dhoon
User_7,Marna Baru Garho Hunna
User_157,Naachideu
User_200,Man Ko Kotha
User_168,Timro Man Ko Kotha
User_114,Mero Jivan Ko
User_170,Desh Ko Suseli
User_178,Phool Ko Rang
User_46,Dherai Raat
User_92,Basanta Swar
User_169,Pahilo Prem Ko Sapana
User_168,Sundar Aankha
User_176,Timro Saath Le
User_45,Sapana Dil
User_151,Basanta Ko Hawa
User_169,Aankha Ko Sapna Ko
User_118,Basanta Sapana
User_137,Sundar Mann
User_180,Bishal Sapana
User_137,Dil Ko Dhadkan
User_12,Pahilo Bhet
User_151,Timro Saath Bina Ma
User_41,Pari Andhakar
User_179,Ujyaalo Geet
User_116,Man Ko Geet Ko
User_127,Chhati Ko Geet
User_121,Aankha Aankha Bichma
User_117,Mutu Jali Rahechha
User_197,Dil Ko Chhaya
User_6,Chiso Hawa
User_78,Ma Prem Ma
User_4,Lahara Muskan
User_5,Mantra Sparsha
User_170,Juneli Raat
User_125,Timro Muskan Ko Suseli
User_55,Pahilo Prem
User_47,Pahadko Raat
User_117,Bato Maya
User_108,Dil Ko Lahar
User_184,Pahilo Prem Ko Sapana
User_196,Geet Haru
User_91,Timro Saath Ko Sapana
User_82,Phool Ko Maya
User_41,Maya Ko Sapana
User_175,Timro Lagi Jaan
User_17,Dilko Sapana
User_145,Sajhako Pani
User_149,Samjhana Raat
User_144,Surke Thaili Khai
User_56,Sapana Geet
User_11,Timro Hridaya Le
User_139,Saanjh Ko Joon Sangai
User_18,Jhilmil Geet
User_5,Ritu
User_144,Man Ko Bhaw
User_134,Sajhako Geet
User_121,Pahilo Prem
User_36,Pahadko Pal
User_43,Phool Ko Geet
User_167,Dil Ko Bhaka
User_40,Jindagi Mann
User_131,Gaun Ko Maya
User_4,Surke Thaili Khai
User_181,Jhilmil Swar
User_91,Saanjha Ko Tara
User_104,Phul Butte Sari
User_163,Ma Prem Ma
User_136,Sapana Haru
User_88,Kusume Rumal
User_61,Basanta Sapana
User_179,Jivan Ko Lahar Ko
User_185,Oh Amira
User_135,Naya Aankha
User_193,Timro Saath Ko Lahar
User_142,Samjhana Sugandha
User_58,Dil Ko Chhaya
User_5,Dherai Geet
User_197,Jivan Ko Kahani
User_118,Phoolko Joon
User_55,Joonko Aankha
User_188,Geet Ko Suseli
User_127,Timro Saath Ko Lahar Ma
User_25,Ujyaalo Aankha
User_152,Dherai Mann
User_53,Samjhana Mann
User_157,Lahara Pani
User_151,Basanta Geet
User_131,Gaun Ko Kahani
User_103,Timro Muskan Ko Dhoon
User_194,Timro Saath Le
User_168,Joonko Tara
User_179,Jivan Ko Phool
User_2,Paan Ko Pat
User_43,Phool Ko Rang
User_33,Timro Geet
User_63,Jhilmil Raat
User_72,Dil Ko Geet
User_155,Ujyaalo Tara
User_26,Jhilmil Dhoon
User_68,Phool Ko Sugandha
User_11,Hridaya Ko Dhadkan
User_114,Mero Jivan Ko Lahar
User_153,Sapana Geet
User_18,Samjhana Sugandha
User_152,Allare
User_161,Kina Kina Timro Tasbir
User_134,Jhilmil Geet
User_96,Timro Saath Bina Ma
User_84,Chiso Hawa Ma
User_18,Tadha Maya
User_48,Phool Ko Rang
User_140,Timro Hridaya Ma
User_7,Ujyaalo Sapana
User_49,Banai Khayo Dandhelo Le
User_40,Dil Ko Dhoon
User_124,Man Ko Sapana
User_31,Geet Ko Suseli
User_25,Sapana Geet
User_94,Man Magan
User_11,Lajjawati Jhar
User_64,Dilko Lahara
User_89,Pari Jindagi
User_42,Pahilo Prem Ko
User_159,Chhati Ko Dukh
User_88,Timro Sapana
User_53,Pahadko Aankha
User_38,Saathi
User_30,Chokho Maya
User_95,Pahadko Biraha
User_190,Jati Maya Laae Pani
User_135,Dilko Muskan
User_105,Timro Maya Ko Lahar
User_53,Timro Hridaya
User_7,Mero Geet
User_46,Dherai Sapana
User_39,Basanta Ko Hawa
User_123,Chhati Ko Maya
User_163,Timro Lagi Jaan
User_24,Mero Maya Timilai
User_191,Jindagi Sapana
User_176,Timro Saath Liyera
User_100,Basanta Raat
User_139,Mero Desh
User_20,Phul Butte Sari
User_68,Man Ko Kotha
User_100,Haatma Swar
User_53,Timro Sparsha
User_153,Maya Ko Sansar Ma
User_24,Chokho Maya
User_195,Mantra Yaad
User_6,Pahadko Dhoon
User_183,Naachideu
User_141,Mero Sugandha
User_108,Maya Ko Geet
User_182,Man Ko Geet Ko
User_10,Kusume Rumal
User_67,Ujyaalo Katha
User_173,Pahadko Tara
